id,title,speaker,abstract,track,score
PGCONF_6931,Beyond the How: Why Table Partitioning Truly Matters,Derk van Veen,"Table partitioning has become a well-known technique in the PostgreSQL world. There have been talks about it at most of the conferences I visited last year. But often, we talk about the technicalities of partitioning and not why we partition. This talk is all about the ""why"" and will set you up for success when you are doing partitioning! Table partitioning starts with finding the leading figure in your data. Only when you find your leading figure can you partition all tables in conjunction with each other. And when all tables are partitioned around that leading figure, you have to align all the partition boundaries as well! Aligning partitions around your leading figure is crucial for basically all the good that partitioning can offer you. They open the door for: - At least not terrible performance - Timely partitioning maintenance - Out-of-the-box PII compliance - Trivial data cleanup - Transparent data tiering, moving data to a second storage tier without the application even being aware I am especially enthusiastic about how easy data tiering becomes after all the tough groundwork we covered over the years. When partitioning is done wrong, as I did it in the past, performance can and will be terrible. When done in the right way, you can use enable_partitionwise_join and enable_partitionwise_aggregate to make query performance with partitions really work. For me, the difference in performance was a factor of 70 with respect to query run times! All the applied strategies presented have been battle tested on our biggest, multiple +100TBs, and most pressured databases. As we are processing financial data they are compliant with the strict financial regulations and are fully based on out of the box and open source technologies. After this presentation, you will understand all the boundary conditions for building a high-performing, flexible and easy to manage partitioning plan. As a bonus, you get an easier environment to manage, faster vacuums, out-of-the-box PII data compliance, and a very natural way of data cleanup and/or tiering. You and your databases will be ready for whatever data volumes the future will throw at you!",DBA (45 minutes),
PGCONF_7001,AIO in PG 18 and beyond,Andres Freund,"PostgreSQL 18 gained support for using asynchronous I/O (AIO) for reads. This talk will discuss the limitations of AIO in PG 18, the workloads in which it can and can't help, and by how much it can help. After that we will look ahead to AIO support beyond PG 18.",Postgres Internals (45 minutes),
PGCONF_7185,From Chaos to Compliance: How PostgreSQL Makes Regulations Work for You,Raj Verma,"Compliance often feels like a burden, endless checklists, security audits, and regulations that threaten to slow innovation. But what if compliance could become a strength instead of a roadblock? In this talk, we’ll explore how PostgreSQL helps organizations meet GDPR, PCI DSS, HIPAA, and other regulatory requirements while keeping systems efficient and scalable. You’ll discover built-in features, practical extensions, and real-world strategies that turn compliance into an enabler of trust, security, and business growth. 1. How PostgreSQL features like RLS, auditing, and encryption make compliance easier than you think 2. Real-world patterns for tackling GDPR, PCI DSS, and HIPAA with PostgreSQL 3. Common compliance pitfalls (and how to avoid them before auditors find them) 4. Turning compliance into a business advantage instead of a bottleneck",Sponsors,
PGCONF_7094,"Table repacking, done right","Álvaro Herrera, Antonin Houska","There's always been a need for a mechanism to get rid of table bloat. VACUUM FULL does that already, but it comes with a potentially long period during which the table cannot be accessed or modified. Users discover to much frustration that Postgres does not offer any solutions to this problem, and they eventually turn to external tools. Enter REPACK CONCURRENTLY. Intended to be integrated in Postgres 19, we hope it will offer peace of mind to thousands of DBAs around the world. But what is it? How does it work? We intend to explain all that every user will need to know about it, and then some.",DBA (45 minutes),
PGCONF_7084,"Migrating to PostgreSQL: Strategies, Sovereignty, and Success",Raphael Salguero,"Migrating existing database systems can be one of the most complex yet rewarding endeavors for any organization. With PostgreSQL's rising popularity due to its robust feature set, open-source flexibility, and cost-effectiveness, many are looking to transition from proprietary databases like Oracle, MySQL, and Microsoft SQL Server. This 45-minute talk provides a comprehensive guide to navigating the intricate landscape of database migrations to PostgreSQL. We will delve into various migration strategies, from lift-and-shift to phased approaches, helping you choose the right path for your specific needs. A critical focus will be placed on data sovereignty aspects, discussing how to ensure compliance and maintain control over your data throughout the migration process. We'll explore a range of tooling options, from native PostgreSQL utilities to third-party solutions, and share best practices to minimize downtime and ensure data integrity. Attendees will gain insights into common pitfalls and learn how to avoid them, backed by real-world examples and live demonstrations. Whether you're planning your first migration or looking to optimize an ongoing transition, this session will equip you with the knowledge and confidence to achieve a successful and secure move to PostgreSQL.",DBA (45 minutes),
PGCONF_6887,"MultiXacts in PostgreSQL: usage, side effects, and monitoring",Divya Sharma,"PostgreSQL’s ability to handle concurrent access while maintaining data consistency relies heavily on its locking mechanisms, particularly at the row level. When multiple transactions attempt to lock the same row simultaneously, PostgreSQL turns to a specialized structure called MultiXact IDs. While MultiXacts provide an efficient way to manage multiple locks on a single row, they can also introduce performance challenges, such as unexpected slowdowns or delays during vacuum operations. In this talk, we dive deep into the inner workings of MultiXacts, exploring how they function, where they are commonly used, and the potential side effects they can have on your database performance. You’ll learn how to monitor MultiXacts, identify bottlenecks, and implement strategies to mitigate their impact on your system.",Postgres Internals (45 minutes),
PGCONF_7186,Pushing Postgres Forward: From Open Source Contributions to Intelligent Tuning,Adam Wolk,"Microsoft’s contributions to PostgreSQL continue to grow, from upstream performance improvements to innovations in Azure Database for PostgreSQL. This talk will focus on our open source work, with a deep dive into automated index tuning—how it works, what it enables, and where it’s going. Expect technical depth, real-world insights, and a look at how Microsoft is helping shape the future of PostgreSQL.",Sponsors,
PGCONF_7093,Diofanti.org: A Civic Tech Journey Powered by PostgreSQL,Florents Tselai,"What began as a simple script to track my mom’s citizenship case evolved into Diofanti.org—a free civic tech platform monitoring millions of transactions and decisions across the Greek government, all powered by PostgreSQL. In this talk, I’ll share how PostgreSQL—and its vibrant extension ecosystem—enabled every stage of this unlikely civic tech journey: - **Phase 1: The Scrappy Script** Structuring chaotic government PDFs into clean, queryable data using PostgreSQL. - **Phase 2: Scaling Transparency** Ingesting massive public datasets via the http extension and custom SQL pipelines. - **Phase 3: AI for the People** Powering a chatbot with pgvector-backed semantic search to help citizens ask real questions about their government—and their money. What started as a personal side project quickly pulled me deeper into PostgreSQL development. Diofanti’s challenges led me to write custom extensions like pgpdf, explore SQL/JSON path internals, and eventually contribute to PostgreSQL core itself. Whether you’re a developer, open-data advocate, or just someone who loves bending PostgreSQL to your will, this is a story of how a “small script” turned into a platform for civic impact.",App Developer (25 minutes),
PGCONF_6832,All about Common Vulnerabilities and exposures in PostgreSQL,Priyanka Chatterjee,"Security is always of utmost priority in the computing world and Postgres implements it in several ways. One such way is by having Roles and privileges. The highest privileged role is that of a Superuser. A role that is not a superuser is usually restricted from performing some actions, whether it is installing certain extension or viewing certain tables or altering the database state, unless granted to do so by a superuser itself. However, since Postgres is an open source community product that is constantly adding new features and to run a project using Postgres database involves not only the Postgres binary but hardware and OS on which it is hosted, the application framework , client libraries and various extensions installed, this can sometimes lead to some bugs that enable a non privileged user to perform certain actions or access certain data which it is not granted to. This risks a hacker mounting attacks with serious impact. Therefore it is very important for the DBAs to know how to navigate the CVE landscape, check for CVE announcements and decipher details to analyze impact on his environment and implement minor fixes whenever applicable. This is also important for users who are hosting their databases on Cloud and check with their cloud providers that the environment is secure and the such vulnerabilities are handled. My talk will be about: - What is CVE landscape: CVE, ADP, CVSS, CWE, CNA - Why it is important? - What Postgres projects are currently included? - Postgres Security Releases : timeline, where to check and what to check , enabling notification - How to report if a user finds a security bug and what actions will follow - Some example CVEs",DBA (25 minutes),
PGCONF_6932,Don't leak user data to AI - Strategies for protecting PII from LLMs and MCP,Jay MIller,"MCP has made it incredibly easy for large language models to connect to tools and services, including postgres. With many of the MCP servers that interact with postgres, you can speak to your databases using a combination of everyday language, prompting, and SQL. But over-eager-to-please agents could have your LLM reaching for parts of the Database that you didn't intend for it to look at. This can result in customer information being handed to LLMs which can not only result in unintentional data leaks, but also also violate the law. This talk reveals some strategies that protects you from LLMs getting hold of PII.",App Developer (25 minutes),
PGCONF_7182,"Postgres on AWS: Run 5X faster on metal, migrate anywhere",Ozgun Erdogan,"We'll explore how open-source managed PostgreSQL can deliver both superior performance and portability. By using local NVMe storage instead of network-attached disks, Ubicloud Postgres eliminates the I/O bottlenecks that limit performance in services like AWS RDS. This keynote covers how Ubicloud Postgres runs on EC2 instances with automated backups, recovery, high availability, and more. It also demonstrates how to achieve up to 5x higher performance.",Platinum Sponsor Keynotes,
PGCONF_7189,Why PostgreSQL took the crown from MySQL and what lies ahead,Peter Zaitsev,"In the early 2000s, MySQL was the go-to Open Source database for new projects. Now, two decades later, that's no longer the case. PostgreSQL has become the undisputed leader, winning the trust and mindshare of developers everywhere.So, how did this shift happen? This talk will explore what caused PostgreSQL's rise and MySQL's relative decline. We'll also look at the future of PostgreSQL and the challenges it needs to navigate to maintain its position as the top open-source database.",Platinum Sponsor Keynotes,
PGCONF_7183,PostgreSQL in ever more critical environments,Hans-Jürgen Schönig,PostgreSQL has grown and is now powering highly critical platforms. But what are the challenges and what is needed to achieve success? Let us dive in and find out ...,Platinum Sponsor Keynotes,
PGCONF_7102,Transform your development workflow with thin cloning,Nicholas Meyer,"Have you ever run into: - Schema differences between development and production? - Slow queries in production, but they were fast in development? - Bugs that happen in production but do not replicate in development, because only the exact way the data exists in production causes the bug? At Academia.edu, we have experienced all of the above. Wouldn't it be great if we could just debug everything in production? With database ""thin cloning"" you (kind of) can! In this talk, we will cover what ""thin cloning"" is, how you can use tools like DBLab Engine or Aurora cloning, and how it has transformed development workflows at Academia.edu.",App Developer (45 minutes),
PGCONF_7016,PostgreSQL as a Graph Database: Who Grabbed a Beer Together?,Taras Kloba,"Graph structures can reveal patterns in connected data that traditional relational models miss, such as how communities form and evolve over time. In this session, we will explore why graph modeling is important for these types of analyses and how PostgreSQL can serve as a powerful graph database. We will compare available extensions including Apache AGE, pgRouting, and pgGraph, and discuss their strengths and recommended use cases. Then, through a live demo using data about speakers from previous PGConf events combined with Untappd check-ins, we will visualize social interactions and shared experiences, showing how to uncover insights like who connected with whom, popular gathering spots, and how the conference community network changes over time, all with PostgreSQL.",Community (45 minutes),
PGCONF_6933,Hazards of logical decoding in PostgreSQL,Polina Bungina,"Logical decoding was introduced in PostgreSQL 9.4 and is being constantly improved. It has enabled many new applications. The extensible mechanism of output plugins and in-core logical replication based on logical decoding make this feature truly exciting. One popular use case of this feature is implementing the Change Data Capture (CDC) pattern. Although developers are usually eager to adopt this modern approach to leverage its apparent benefits, I strongly believe that using logical decoding in PostgreSQL requires at least a basic understanding of its implementation and should be treated with great care. In this talk, I will share the problems we, as Zalando's DBaaS team, encountered while adopting and maintaining our internal CDC solution based on logical decoding. I will also highlight the nuances you should always keep in mind when using this technology.",Postgres Internals (45 minutes),
PGCONF_7192,Lessons from two decades of hacking the proprietary value into open source databases,Michal Nosek,"Two decades of working with different open source databases have taught us a lot about what it takes to make them enterprise-ready while keeping them truly open. Features like high availability, Transparent Data Encryption (TDE) and OpenID Connect (OIDC) aren’t just “nice to have” — they’re what determine whether a database can succeed in the Enterprise environment. In this talk, we’ll explore how those lessons apply to PostgreSQL. We’ll discuss where Postgres follows familiar patterns from other open source databases, where it stands apart, and what that means for adoption in large organizations. We’ll also dive into the current state of making PostgreSQL fit for enterprise workloads, highlight ongoing gaps, and share ideas for what the community could focus on to ensure PostgreSQL’s continued growth and success.",Sponsors,
PGCONF_7045,An Introduction to B-trees and LSM-trees for DEVs and DevOps,Dave Pitts,"This introductory talk for DEVs and DevOps will focus on * Why you’re likely to be working with both B-trees and LSM-trees in the future * Key differences between B-trees and LSM-trees, and surprising gotchas when switching workloads between them",App Developer (25 minutes),
PGCONF_6891,Fast-path locking improvements in PG18,Tomas Vondra,"Let's talk about the improvement in fast-path locking in upcoming PG18, which can bring substantial speedups on systems with many cores and/or queries accessing many relations (where ""many"" may mean ""more than 16"", and it includes indexes). This is particularly visible with partitioning, but easy to hit even without it. I'll start by explaining how fast-path locking works, why it was introduced, and why it doesn't help with more relations. Then I'll explain how it was extended in PG18, and present some benchmark numbers to quantify the improvements.",Postgres Internals (25 minutes),
PGCONF_6990,Waiting for Commit,Ants Aasma,"Picking between synchronus or asynchronuos replication sounds like a simple question, but it has some deep implications for durability and performance. In this talk I will discuss why you should or should not pick synchronous replication. To see this we will go on a journey that a commit takes through a replicated cluster and all the hazards it meets on the way. How head-of-line blocking can escalate minor storage tail-latency issues on replica to a major performance problem for the whole system. What tools you can use to track down the source of the problem and what solutions are available to mitigate it.",DBA (25 minutes),
PGCONF_7018,Patroni: what the blog posts don't tell you...,Cameron Murdoch,"Patroni has become the Gold Standard for managing High Availability Postgres clusters. It has great documentation and there are hundreds of blog posts detailing how to set up your first cluster. However, there is a large gap between the blog posts and having a production ready system that you actually trust. This talk will briefly describe a typical Patroni setup before discussing/demonstrating the following topics that the blog posts never have enough space for! - Security hardening for Patroni, HAProxy, etcd and Postgres - Proxy layer considerations - Configuration best practice: what goes in the DCS? - Tips and tricks for managing several Patroni clusters - Backups - Upgrades - Failover testing Whether you are looking to build your first Patroni cluster or you already run several, there should be something in this talk for you!",DBA (45 minutes),
PGCONF_7128,"The Good, The Bad, and The Bloated: An Autovacuum Story",Jérémie Grauer,"Picture this: 3 autovacuum workers facing down 1,500 tables in a deadly standoff. The result? A bloated, slow database that forced a midnight dump/restore showdown. This talk will tell you everything you need to know about autovacuum: from the fundamentals of how it works to real-world production disasters to smart tuning strategies. You'll see what happens when autovacuum configurations go wrong, learn proper tuning approaches that keep databases running smoothly, and discover how PostgreSQL's observability helps you become the sheriff your databases need. Starting with autovacuum internals, we'll walk through actual production scenarios (including that 3-vs-1500 shootout), demonstrate how to spot trouble before it starts, and provide concrete strategies for turning autovacuum from potential foe into reliable friend. You'll leave knowing how to configure autovacuum properly for your workload, use PostgreSQL's observability tools effectively, and ride off into the sunset with a perfectly tuned database.",DBA (45 minutes),
PGCONF_7140,Panel Discussion: How to Work with Other Postgres People,"Boriss Mejias, Floor Drees, Jimmy Angelakos, Karen Jex","Lack of awareness around Mental Health issues has always been a problem in IT circles, leading to stress, burnout and difficulties in workplace and community relationships. This often results in employee turnover and strained dynamics within open source projects, and creates barriers for achieving a diverse contributor base. Building on the recognition that we are all different, this panel will address the challenges faced by contributors within the PostgreSQL ecosystem. Drawing on insights into neurodivergence and mental health contributed by community members, we'll explore tangible strategies for fostering a culture that promotes psychological well-being and respect for diverse needs and communication styles. Emphasizing practical tools like personal ""README"" guides, supportive communication practices, and conflict resolution techniques, the discussion aims to identify actionable ways to mitigate common stress points and support contributors effectively. We hope to make PostgreSQL a leading example of inclusivity and collaboration in open source, attracting and retaining a community of contributors who feel respected, supported, and empowered.",Community (45 minutes),
PGCONF_7190,"Monitoring Managed Postgres, the OSS Way",Shikhar Bhardwaj,"Observing and analyzing PostgreSQL behavior to identify performance bottlenecks is a key feature for a managed Postgres offering. In this talk, we will walk through a simple yet powerful setup to monitor PostgreSQL server performance in a managed cloud offering, based on open-source tools like postgres_exporter, VictoriaMetrics and Grafana. Using this setup, we will explore a methodology to decide which OS and Postgres metrics matter most, along with key signals to use for alerting. Lastly, we will go through some examples on how to investigate performance issues, with a focus on some new areas of adoption like vector storage.",Sponsors,
PGCONF_7120,Building Tetris in a SQL Query!,Nuno Faria,"Recursive CTE queries have been gaining special attention in recent years, as they enable complex computations to occur closer to the data source, rather than loading large amounts of data to an external application. This presentation aims to shed light on recursive CTEs in PostgreSQL, including use cases, key considerations when using them, and current limitations. To exemplify just how powerful CTEs are, a fully working game of Tetris is implemented in a PostgreSQL query.",App Developer (25 minutes),
PGCONF_7112,Tracking plan shapes over time with Plan IDs and the new pg_stat_plans,Lukas Fittl,"In this session I'll share an overview of my recent work to improve plan ID tracking in Postgres (similar to query ID tracking), and how it enables aggregate analysis of which query used which plan structure. We'll discuss which parts of a plan should be considered significant, and how to deal with special cases such as partitioning (which can lead to many unique plan IDs), and which parts of this could be done better in-core, vs an extension. We will explore our new pg_stat_plans extension (similar in spirit to the same named but no longer maintained original pg_stat_plans) that builds on improvements in Postgres 18 to allow low-overhead monitoring of query plans over time. We'll also compare how the new pg_stat_plans relates to previous approaches, including the old pg_stat_plans and pg_store_plans open-source extensions, as well as proprietary implementations by cloud providers that I'm familiar with as a user.",DBA (25 minutes),
PGCONF_6877,How to explain PostgreSQL to kids,Naisila Puka,"What if your kid asked you ""What’s this Postgres thingy you work on?"". Well, you could say that PostgreSQL is like a giant toy box with lots of different compartments: blocks in one spot, balls in another, and puzzles in their own place. But kids don't stop at one question, and they are unapologetically honest: ""That's it? What's so cool about it?"" Then you have to think about how to explain extensibility and advanced SQL compliance to them ... You could try the following: This giant toy box can add new kinds of toys and modify existing ones — you can make your own special toys and put them in the box. That’s extensibility! It knows lots of ways to find toys — even tricky ones that are hiding under other toys, and it can follow smart instructions like “find all the red balls that are bigger than this size and were put in the box last week”. That's advanced SQL compliance! Hopefully your kid will be quite interested in what you work on at this point, but you know what's next - another question ""Cool — can I play with friends? Will the giant toy box fix my broken toys?"" ... Join this talk for some fun, relatable analogies and storytelling techniques to break down the Postgres database’s sophisticated ideas into understandable, engaging narratives with children! Whether you’re a parent, teacher, or developer, discover how to share your passion for the PostgreSQL database and inspire the next generation with creativity.",Community (25 minutes),
PGCONF_6866,The Lifecycle of a SELECT: A Glimpse into the Depths of PostgreSQL Internals,Sergey Dudoladov,"PostgreSQL practitioners often advise developers with recommendations like ""Always use EXPLAIN ANALYZE with BUFFERS"" or ""Run ANALYZE first"". However, these suggestions are rarely accompanied by clear explanations of why they matter. Inspired by the motto ""Knowledge of certain principles easily compensates for the lack of knowledge of certain facts,"" this talk sheds light on key PostgreSQL architectural concepts and their connection to common design and performance best practices. Through a series of increasingly complex SELECT queries, we will explore how PostgreSQL’s internal mechanisms enable safe, fast, and efficient data processing. This session is designed for application developers who want to deepen their understanding of how PostgreSQL executes queries—and how to harness its full potential without accidentally bringing it to its knees.",App Developer (45 minutes),
PGCONF_7105,Breaking PostgreSQL - Learning by doing it wrong,Daniel Westermann,"Although PostgreSQL is a very reliable and robust database management system, there are things you shouldn't do. In this session we're breaking PostgreSQL in several ways, live, without any slides (slides will be provided anyway, don't worry). There is no better way to learn as learning from mistakes, isn't it? We're going to take that serious and I am sure you'll have a lot of fun and gain some interesting insights. By the end of this talk you should have a solid understanding of what not not do (and why not)and this will safe you quite some time in your journey with PostgreSQL.",DBA (45 minutes),
PGCONF_7010,We have multiple concurrent versions of this title trying to understand MVCC,Boriss Mejias,"When you create, update or delete a row in PostgreSQL, you are actually creating a new version of the row, hence, each row in PostgreSQL may have multiple versions during its life, sometimes many versions concurrently. These multiple versions are the key to different transaction isolation levels, consistent snapshots, and everything around concurrency control. Understanding how multi-version concurrency control (MVCC) works will open you many doors and windows about PostgreSQL internals, vacuum, and visibility of rows within a transaction. In this talk we will show with concrete examples the MVCC principle, how to observe it and how to monitor the impact it has with the entire system, as it is interconnected with locks, vacuum, and consistency. You will learn when to use transactions with “repeatable reads” or with “read committed” mode, to design better applications. We will see how MVCC is at the core of understanding Postgres.",Postgres Internals (45 minutes),
PGCONF_7188,"Delivering High Availability, Reliability, Scalability, and Low Latency for PostgreSQL Deployments of Any Size",Ahsan Hadi,"pgEdge believes in the power of PostgreSQL and everything that has contributed to it. That's why we've provided pgEdge Distributed PostgreSQL entirely under the standard PostgreSQL license and releasing pgEdge Enterprise Postgres, to bring you 100% open source, standard PostgreSQL fully optimized for high availability (for both distributed and non-distributed workloads), and more. Scale from a single instance of Postgres, easily implement high availability with read replicas and Patroni, and ultimately grow to globally distributed PostgreSQL architecture across multiple geographies for extreme high availability and low latency requirements. Move with freedom knowing your infrastructure will grow easily with your organization. We'll be here to support you along the way. Attend this session to learn how to leverage pgEdge Enterprise PostgreSQL to support your operations and scale from any point, whether you're running a single-instance or already hosting a fleet of deployments.",Sponsors,
PGCONF_7082,Can PostgreSQL Compete with Analytics Specialists?,Lætitia AVROT,"Can PostgreSQL really compete with DuckDB and ClickHouse for analytics workloads? The answer might surprise you! This session examines PostgreSQL's capabilities in the analytics space and how it stacks up against specialized engines. We'll explore what's possible when you properly tune PostgreSQL for analytical workloads and discover where it excels versus where purpose-built tools shine. Beyond raw performance comparisons, we'll tackle the critical decision every team faces: when should you stick with PostgreSQL and when is it time to adopt specialized tools? Through practical decision criteria and real-world considerations, we'll establish clear guidelines that go beyond benchmarks. PostgreSQL's versatility, operational simplicity, and massive ecosystem often make it the pragmatic choice for far more analytics scenarios than commonly believed. Stop assuming you need specialized tools for every analytical workload. Learn when PostgreSQL is ""good enough"" and when it's time to reach for purpose-built analytics engines. Sometimes the most pragmatic choice is sticking with the reliable workhorse you already know and trust.",App Developer (45 minutes),
PGCONF_7116,CTRL+Z for your Database : Mastering Backup and Recovery in PostgreSQL,Sakshi Nasha,"What if you could hit CTRL+Z when your production database crashes, someone drops a critical table, or a cloud region outage takes your system offline? In this talk, we’ll explore how to build a disaster-resilient PostgreSQL system, one that not only backs up data efficiently but also recovers gracefully when the unexpected happens. From traditional SQL dumps to the new incremental backup feature introduced in PostgreSQL 17, we’ll cover practical strategies you can use in real-world environments. Key Takeaways : 1) Why backups matter and how to choose the right type for your use case 2) PostgreSQL backup options: logical vs physical, full vs incremental 3) Point-in-Time Recovery (PITR), WAL archiving, delayed replicas, and failover testing 4) What's new in PostgreSQL 17: pg_basebackup with incremental mode, pg_combinebackup, and --filter in pg_dump 5) How to design PostgreSQL systems for durability, high availability, and quick recovery Whether you're managing a single instance or a fleet of databases in production, this session will help you build a resilient PostgreSQL environment ready to handle real-world challenges with confidence and control.",DBA (45 minutes),
PGCONF_6825,Database in Distress: Testing and Repairing Different Types of Database Corruption,Josef Machytka,"In recent years, I had to repair several corrupted PostgreSQL databases and have seen many different problems. In some cases corrupted data can even crash the session reading it. To better understand these issues and test different strategies for repairs, I created a Python application that surgically creates various types of damages. This talk demonstrates, through practical examples and outputs from the pageinspect extension, different types of data corruption. Why we see specific errors and how to diagnose these issues. PostgreSQL 18 sets checksums ON by default in initdb, therefore talk also shows how checksums can help to detect damaged pages and ""zero them out"". It also proposes some improvements that could help to handle corrupted data more effectively on already existing databases which do not use checksums. Takeaways: - PostgreSQL databases can suffer from various types of corruption - Understanding heap table structure is essential for analyzing different types of errors - Data page checksums are the best tool for skipping damaged pages - Without checksums only pages with clearly corrupted header can be removed using the zero_damaged_pages = on setting - Other types of corruption might require time-consuming salvaging operations - Improvements in PostgreSQL code and/or new settings could make some repairs less painful on databases without checksums",Postgres Internals (45 minutes),
